0_0.0001_2023-07-12_19-07-59_b1.tiff,1070.21494,397.9153152,376.2786302,389.4510853,404.3485862,396.5409527,386.9178767,395.390876,385.1948568,408.2008218,399.919652,402.2751981,393.8896349,404.9739325,389.2528184,438.0452451,400.4076325
1_0.0001_2023-07-12_19-07-59_b1.tiff,1006.368353,399.7337119,373.0457483,400.0898677,386.5888855,391.5282402,383.6966696,387.5477321,388.1720989,408.441769,385.4529109,391.5351046,388.9080264,400.4034142,388.279875,438.0206014,399.5266266
2_0.0001_2023-07-12_19-07-59_b1.tiff,976.057767,380.4147343,397.1711681,389.1664219,391.7292935,386.4183161,411.0646874,410.7565307,390.6177698,407.4218793,400.3822855,394.2442108,396.6075045,394.0529787,391.1542342,472.2667429,395.4409022
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
0_0.0001_2023-07-12_19-07-59_b1.tiff,1_0.0001_2023-07-12_19-07-59_b1.tiff,2_0.0001_2023-07-12_19-07-59_b1.tiff,,,,,,,,,,,,,,,
1070.21494,1006.368353,976.057767,,,,,,,,,,,,,,,
397.9153152,399.7337119,380.4147343,,,,,,,,,,,,,,,
376.2786302,373.0457483,397.1711681,,,,,,,,,,,,,,,
389.4510853,400.0898677,389.1664219,,,,,,,,,,,,,,,
404.3485862,386.5888855,391.7292935,,,,,,,,,,,,,,,
396.5409527,391.5282402,386.4183161,,,,,,,,,,,,,,,
386.9178767,383.6966696,411.0646874,,,,,,,,,,,,,,,
395.390876,387.5477321,410.7565307,,,,,,,,,,,,,,,
385.1948568,388.1720989,390.6177698,,,,,,,,,,,,,,,
408.2008218,408.441769,407.4218793,,,,,,,,,,,,,,,
399.919652,385.4529109,400.3822855,,,,,,,,,,,,,,,
402.2751981,391.5351046,394.2442108,,,,,,,,,,,,,,,
393.8896349,388.9080264,396.6075045,,,,,,,,,,,,,,,
404.9739325,400.4034142,394.0529787,,,,,,,,,,,,,,,
389.2528184,388.279875,391.1542342,,,,,,,,,,,,,,,
438.0452451,438.0206014,472.2667429,,,,,,,,,,,,,,,
400.4076325,399.5266266,395.4409022,,,,,,,,,,,,,,,